Timestamp,Flow_Probability,Inferred_State
2026-04-29 12:18:59,0.6193,Flow
2026-04-29 12:19:04,0.8929,Flow
2026-04-29 12:19:39,0.8128,Flow
2026-04-29 12:19:41,0.5239,Flow
2026-04-29 12:19:46,0.5239,Flow
2026-04-29 12:19:51,0.5589,Flow
2026-04-29 12:19:56,0.4834,Flow
2026-04-29 12:20:01,0.4834,Flow
2026-04-29 12:20:06,0.8326,Flow
2026-04-29 12:20:11,0.5029,Flow
2026-04-29 12:20:16,0.8326,Flow
2026-04-29 12:20:21,0.5761,Flow
2026-04-29 12:20:26,0.4834,Flow
2026-04-29 12:20:31,0.5761,Flow
2026-04-29 12:20:36,0.5761,Flow
2026-04-29 12:20:42,0.5761,Flow
2026-04-29 12:20:46,0.5761,Flow
2026-04-29 12:20:51,0.6063,Flow
2026-04-29 12:20:56,0.8143,Flow
2026-04-29 12:21:01,0.8074,Flow
2026-04-29 12:21:07,0.9693,Flow
2026-04-29 12:21:11,0.9564,Flow
2026-04-29 12:21:16,0.9754,Flow
2026-04-29 12:21:21,0.9754,Flow
2026-04-29 12:21:26,0.9708,Flow
2026-04-29 12:21:31,0.9708,Flow
2026-04-29 12:21:37,0.9895,Flow
2026-04-29 12:21:41,0.9728,Flow
2026-04-29 12:21:46,0.9344,Flow
2026-04-29 12:21:52,0.8602,Flow
2026-04-29 12:21:57,0.9803,Flow
2026-04-29 12:22:02,0.8433,Flow
2026-04-29 12:22:08,0.7746,Flow
2026-04-29 12:22:12,0.7746,Flow
2026-04-29 12:22:17,0.7408,Flow
2026-04-29 12:22:23,0.8127,Flow
2026-04-29 12:22:28,0.6617,Flow
2026-04-29 12:22:33,0.5598,Flow
2026-04-29 12:22:37,0.5843,Flow
2026-04-29 12:22:42,0.9328,Flow
2026-04-29 12:22:48,0.9341,Flow
2026-04-29 12:22:53,0.9336,Flow
2026-04-29 12:22:57,0.8927,Flow
2026-04-29 12:23:03,0.8927,Flow
2026-04-29 12:23:07,0.9337,Flow
2026-04-29 12:23:12,0.9372,Flow
2026-04-29 12:23:18,0.9372,Flow
2026-04-29 12:23:22,0.9352,Flow
2026-04-29 12:23:27,0.9450,Flow
2026-04-29 12:23:32,0.9436,Flow
2026-04-29 12:23:38,0.9920,Flow
2026-04-29 12:23:43,0.9929,Flow
2026-04-29 12:23:48,0.9917,Flow
2026-04-29 12:23:53,0.9963,Flow
2026-04-29 12:23:57,0.9343,Flow
2026-04-29 12:24:03,0.9393,Flow
2026-04-29 12:24:07,0.9629,Flow
2026-04-29 12:24:13,0.9909,Flow
2026-04-29 12:24:17,0.9937,Flow
2026-04-29 12:24:22,0.9448,Flow
2026-04-29 12:24:27,0.9349,Flow
2026-04-29 12:24:33,0.9537,Flow
2026-04-29 12:24:38,0.8743,Flow
2026-04-29 12:24:42,0.6617,Flow
2026-04-29 12:24:48,0.5824,Flow
2026-04-29 12:24:53,0.5739,Flow
2026-04-29 12:24:57,0.3540,Depletion
2026-04-29 12:25:03,0.3540,Depletion
2026-04-29 12:25:08,0.5739,Flow
2026-04-29 12:25:13,0.5739,Flow
2026-04-29 12:25:18,0.5739,Flow
2026-04-29 12:25:23,0.5739,Flow
2026-04-29 12:25:29,0.7518,Flow
2026-04-29 12:25:33,0.8961,Flow
2026-04-29 12:25:38,0.9693,Flow
2026-04-29 12:25:43,0.7111,Flow
2026-04-29 12:25:48,0.9668,Flow
2026-04-29 12:25:53,0.9592,Flow
2026-04-29 12:25:58,0.2129,Depletion
2026-04-29 12:26:03,0.3311,Depletion
2026-04-29 12:26:08,0.3994,Depletion
2026-04-29 12:26:13,0.2230,Depletion
2026-04-29 12:26:18,0.4668,Flow
2026-04-29 12:26:23,0.4668,Flow
2026-04-29 12:26:28,0.4668,Flow
2026-04-29 12:26:33,0.6535,Flow
2026-04-29 12:26:38,0.5369,Flow
2026-04-29 12:26:43,0.4834,Flow
2026-04-29 12:26:49,0.4834,Flow
2026-04-29 12:26:54,0.4834,Flow
2026-04-29 12:26:59,0.4834,Flow
2026-04-29 12:27:04,0.4834,Flow
2026-04-29 12:27:09,0.8433,Flow
2026-04-29 12:27:14,0.9763,Flow
2026-04-29 12:27:19,0.9725,Flow
2026-04-29 12:27:23,0.9878,Flow
2026-04-29 12:27:29,0.9826,Flow
2026-04-29 12:27:34,0.9263,Flow
2026-04-29 12:27:40,0.9926,Flow
2026-04-29 12:27:44,0.9937,Flow
2026-04-29 12:27:48,0.9930,Flow
2026-04-29 12:27:54,0.9948,Flow
2026-04-29 12:27:59,0.8847,Flow
2026-04-29 12:28:04,0.9392,Flow
2026-04-29 12:28:09,0.9276,Flow
2026-04-29 12:28:14,0.9455,Flow
2026-04-29 12:28:19,0.9883,Flow
2026-04-29 12:28:24,0.9685,Flow
2026-04-29 12:28:29,0.9953,Flow
2026-04-29 12:28:34,0.9676,Flow
2026-04-29 12:28:39,0.9629,Flow
2026-04-29 12:28:44,0.9698,Flow
2026-04-29 12:28:49,0.9476,Flow
2026-04-29 12:28:54,0.9698,Flow
2026-04-29 12:28:59,0.8789,Flow
2026-04-29 12:29:04,0.8846,Flow
2026-04-29 12:29:09,0.9169,Flow
2026-04-29 12:29:14,0.9757,Flow
2026-04-29 12:29:19,0.9573,Flow
2026-04-29 12:29:24,0.9610,Flow
2026-04-29 12:29:29,0.9610,Flow
2026-04-29 12:29:34,0.9557,Flow
2026-04-29 12:29:40,0.9557,Flow
2026-04-29 12:29:45,0.9476,Flow
2026-04-29 12:29:49,0.9629,Flow
2026-04-29 12:29:54,0.9742,Flow
2026-04-29 12:29:59,0.9925,Flow
2026-04-29 12:30:04,0.9537,Flow
2026-04-29 12:30:10,0.9693,Flow
2026-04-29 12:30:14,0.5739,Flow
2026-04-29 12:30:19,0.4913,Flow
2026-04-29 12:30:24,0.4913,Flow
2026-04-29 12:30:29,0.3994,Depletion
2026-04-29 12:30:34,0.3994,Depletion
2026-04-29 12:30:39,0.2585,Depletion
2026-04-29 12:30:44,0.5108,Flow
2026-04-29 12:30:49,0.5097,Flow
2026-04-29 12:30:55,0.5108,Flow
2026-04-29 12:31:00,0.4898,Flow
2026-04-29 12:31:04,0.5057,Flow
2026-04-29 12:31:10,0.5057,Flow
2026-04-29 12:31:14,0.9668,Flow
2026-04-29 12:31:19,0.4687,Flow
2026-04-29 12:31:25,0.9728,Flow
2026-04-29 12:31:30,0.9728,Flow
2026-04-29 12:31:34,0.9727,Flow
2026-04-29 12:31:40,0.9691,Flow
2026-04-29 12:31:44,0.9668,Flow
2026-04-29 12:31:50,0.9691,Flow
2026-04-29 12:31:56,0.9646,Flow
2026-04-29 12:32:00,0.9620,Flow
2026-04-29 12:32:05,0.7191,Flow
2026-04-29 12:32:10,0.5236,Flow
2026-04-29 12:32:15,0.5755,Flow
2026-04-29 12:32:20,0.5755,Flow
2026-04-29 12:32:25,0.9557,Flow
2026-04-29 12:32:30,0.9725,Flow
2026-04-29 12:32:35,0.9676,Flow
2026-04-29 12:32:41,0.9528,Flow
2026-04-29 12:32:45,0.9656,Flow
2026-04-29 12:32:50,0.9948,Flow
2026-04-29 12:32:56,0.9892,Flow
2026-04-29 12:33:00,0.9349,Flow
2026-04-29 12:33:05,0.9537,Flow
2026-04-29 12:33:10,0.6403,Flow
2026-04-29 12:33:15,0.7435,Flow
2026-04-29 12:33:20,0.4834,Flow
2026-04-29 12:33:25,0.5761,Flow
2026-04-29 12:33:30,0.8143,Flow
2026-04-29 12:33:36,0.8143,Flow
2026-04-29 12:33:40,0.7795,Flow
2026-04-29 12:33:46,0.3994,Depletion
2026-04-29 12:33:50,0.3994,Depletion
2026-04-29 12:33:56,0.5739,Flow
2026-04-29 12:34:00,0.5824,Flow
2026-04-29 12:34:05,0.9621,Flow
2026-04-29 12:34:11,0.9782,Flow
2026-04-29 12:34:16,0.9622,Flow
2026-04-29 12:34:21,0.9622,Flow
2026-04-29 12:34:26,0.9692,Flow
2026-04-29 12:34:31,0.9693,Flow
2026-04-29 12:34:35,0.9654,Flow
2026-04-29 12:34:41,0.9609,Flow
2026-04-29 12:34:46,0.9535,Flow
2026-04-29 12:34:50,0.9396,Flow
2026-04-29 12:34:56,0.9654,Flow
2026-04-29 12:35:01,0.9448,Flow
2026-04-29 12:35:06,0.9893,Flow
2026-04-29 12:35:11,0.9693,Flow
2026-04-29 12:35:16,0.9692,Flow
2026-04-29 12:35:21,0.9728,Flow
2026-04-29 12:35:26,0.9783,Flow
2026-04-29 12:35:31,0.9783,Flow
2026-04-29 12:35:36,0.9783,Flow
2026-04-29 12:35:41,0.9780,Flow
2026-04-29 12:35:46,0.2887,Depletion
2026-04-29 12:35:51,0.2887,Depletion
2026-04-29 12:35:56,0.7053,Flow
2026-04-29 12:36:01,0.6593,Flow
2026-04-29 12:36:06,0.6432,Flow
2026-04-29 12:36:11,0.1977,Depletion
2026-04-29 12:36:16,0.6432,Flow
2026-04-29 12:36:21,0.2636,Depletion
2026-04-29 12:36:27,0.1977,Depletion
2026-04-29 12:36:31,0.5649,Flow
2026-04-29 12:36:36,0.4007,Depletion
2026-04-29 12:36:41,0.9905,Flow
2026-04-29 12:36:46,0.9728,Flow
2026-04-29 12:36:51,0.9728,Flow
2026-04-29 12:36:57,0.9728,Flow
2026-04-29 12:37:01,0.9728,Flow
2026-04-29 12:37:06,0.9728,Flow
2026-04-29 12:37:11,0.9728,Flow
2026-04-29 12:37:17,0.9728,Flow
2026-04-29 12:37:21,0.9728,Flow
2026-04-29 12:37:26,0.6218,Flow
2026-04-29 12:37:31,0.9728,Flow
2026-04-29 12:37:36,0.6474,Flow
2026-04-29 12:37:41,0.6433,Flow
2026-04-29 12:37:46,0.9179,Flow
2026-04-29 12:37:51,0.9728,Flow
2026-04-29 12:37:57,0.9728,Flow
2026-04-29 12:38:01,0.9727,Flow
2026-04-29 12:38:06,0.9727,Flow
2026-04-29 12:38:12,0.9727,Flow
2026-04-29 12:38:16,0.9343,Flow
2026-04-29 12:38:21,0.5507,Flow
2026-04-29 12:38:27,0.3618,Depletion
2026-04-29 12:38:32,0.6132,Flow
2026-04-29 12:38:36,0.9431,Flow
2026-04-29 12:38:42,0.9735,Flow
2026-04-29 12:38:47,0.9743,Flow
2026-04-29 12:38:51,0.9698,Flow
2026-04-29 12:38:57,0.9698,Flow
2026-04-29 12:39:02,0.9697,Flow
2026-04-29 12:39:06,0.9697,Flow
2026-04-29 12:39:13,0.3994,Depletion
2026-04-29 12:39:17,0.2887,Depletion
2026-04-29 12:39:21,0.1977,Depletion
2026-04-29 12:39:27,0.1784,Depletion
2026-04-29 12:39:32,0.1784,Depletion
2026-04-29 12:39:37,0.4981,Flow
2026-04-29 12:39:42,0.4981,Flow
2026-04-29 12:39:47,0.1977,Depletion
2026-04-29 12:39:52,0.1784,Depletion
2026-04-29 12:39:57,0.1535,Depletion
2026-04-29 12:40:02,0.2073,Depletion
2026-04-29 12:40:07,0.1252,Depletion
2026-04-29 12:40:12,0.1252,Depletion
2026-04-29 12:40:17,0.4520,Flow
2026-04-29 12:40:22,0.4078,Depletion
2026-04-29 12:40:27,0.4078,Depletion
2026-04-29 12:40:32,0.4520,Flow
2026-04-29 12:40:37,0.4520,Flow
2026-04-29 12:40:42,0.4520,Flow
2026-04-29 12:40:47,0.5761,Flow
2026-04-29 12:40:52,0.8326,Flow
2026-04-29 12:40:57,0.8326,Flow
2026-04-29 12:41:02,0.8326,Flow
2026-04-29 12:41:07,0.5761,Flow
2026-04-29 12:41:13,0.8326,Flow
2026-04-29 12:41:17,0.8326,Flow
2026-04-29 12:41:22,0.7795,Flow
2026-04-29 12:41:28,0.5761,Flow
2026-04-29 12:41:33,0.8326,Flow
2026-04-29 12:41:38,0.5761,Flow
2026-04-29 12:41:42,0.5108,Flow
2026-04-29 12:41:48,0.3209,Depletion
2026-04-29 12:41:52,0.5255,Flow
2026-04-29 12:41:58,0.4328,Flow
2026-04-29 12:42:03,0.4776,Flow
2026-04-29 12:42:08,0.4776,Flow
2026-04-29 12:42:13,0.4243,Flow
2026-04-29 12:42:18,0.4776,Flow
2026-04-29 12:42:23,0.4776,Flow
2026-04-29 12:42:27,0.4776,Flow
2026-04-29 12:42:32,0.4720,Flow
2026-04-29 12:42:38,0.4834,Flow
2026-04-29 12:42:43,0.7081,Flow
2026-04-29 12:42:48,0.7267,Flow
2026-04-29 12:42:53,0.9619,Flow
2026-04-29 12:42:58,0.9391,Flow
2026-04-29 12:43:03,0.6812,Flow
2026-04-29 12:43:08,0.6812,Flow
2026-04-29 12:43:13,0.5975,Flow
2026-04-29 12:43:18,0.5755,Flow
2026-04-29 12:43:23,0.5367,Flow
2026-04-29 12:43:28,0.6608,Flow
2026-04-29 12:43:33,0.6997,Flow
2026-04-29 12:43:38,0.7013,Flow
2026-04-29 12:43:43,0.7051,Flow
2026-04-29 12:44:22,0.4834,Flow
2026-04-29 12:44:25,0.6885,Flow
2026-04-29 12:44:30,0.7013,Flow
2026-04-29 12:44:35,0.9407,Flow
2026-04-29 12:44:39,0.9893,Flow
2026-04-29 12:44:45,0.9925,Flow
2026-04-29 12:44:50,0.9925,Flow
2026-04-29 12:44:55,0.7335,Flow
2026-04-29 12:45:00,0.7081,Flow
2026-04-29 12:45:06,0.5824,Flow
2026-04-29 12:45:10,0.8743,Flow
2026-04-29 12:45:15,0.8743,Flow
2026-04-29 12:45:20,0.6617,Flow
2026-04-29 12:45:25,0.6617,Flow
2026-04-29 12:45:30,0.6256,Flow
2026-04-29 12:45:35,0.7049,Flow
2026-04-29 12:45:40,0.6780,Flow
2026-04-29 12:45:45,0.6780,Flow
2026-04-29 12:45:50,0.9754,Flow
2026-04-29 12:45:55,0.9754,Flow
2026-04-29 12:46:00,0.9783,Flow
2026-04-29 12:46:05,0.9783,Flow
2026-04-29 12:46:10,0.9816,Flow
2026-04-29 12:46:15,0.9816,Flow
2026-04-29 12:46:20,0.9783,Flow
2026-04-29 12:46:25,0.9783,Flow
2026-04-29 12:46:30,0.9925,Flow
2026-04-29 12:46:36,0.9783,Flow
2026-04-29 12:46:40,0.9925,Flow
2026-04-29 12:46:46,0.9783,Flow
2026-04-29 12:46:50,0.9783,Flow
2026-04-29 12:46:55,0.9783,Flow
2026-04-29 12:47:00,0.9783,Flow
2026-04-29 12:47:05,0.9783,Flow
2026-04-29 12:47:10,0.9781,Flow
2026-04-29 12:47:15,0.9936,Flow
2026-04-29 12:47:20,0.9792,Flow
2026-04-29 12:47:26,0.9752,Flow
2026-04-29 12:47:30,0.9924,Flow
2026-04-29 12:47:35,0.9897,Flow
2026-04-29 12:47:41,0.9698,Flow
2026-04-29 12:47:46,0.9915,Flow
2026-04-29 12:47:51,0.9860,Flow
2026-04-29 12:47:56,0.9839,Flow
2026-04-29 12:48:01,0.9839,Flow
2026-04-29 12:48:06,0.9866,Flow
2026-04-29 12:48:11,0.9801,Flow
2026-04-29 12:48:16,0.9915,Flow
2026-04-29 12:48:21,0.9687,Flow
2026-04-29 12:48:26,0.9755,Flow
2026-04-29 12:48:31,0.9915,Flow
2026-04-29 12:48:36,0.9783,Flow
2026-04-29 12:48:41,0.9783,Flow
2026-04-29 12:48:46,0.9783,Flow
2026-04-29 12:48:51,0.9783,Flow
2026-04-29 12:48:56,0.9783,Flow
2026-04-29 12:49:02,0.9795,Flow
2026-04-29 12:49:06,0.9780,Flow
2026-04-29 12:49:11,0.9783,Flow
2026-04-29 12:49:16,0.9783,Flow
2026-04-29 12:49:21,0.9783,Flow
2026-04-29 12:49:26,0.9697,Flow
2026-04-29 12:49:31,0.9634,Flow
2026-04-29 12:49:36,0.9692,Flow
2026-04-29 12:49:41,0.5653,Flow
2026-04-29 12:49:46,0.9783,Flow
2026-04-29 12:49:51,0.9925,Flow
2026-04-29 12:49:56,0.9783,Flow
2026-04-29 12:50:01,0.9925,Flow
2026-04-29 12:50:06,0.9893,Flow
2026-04-29 12:50:11,0.9537,Flow
2026-04-29 12:50:17,0.9893,Flow
2026-04-29 12:50:21,0.9893,Flow
2026-04-29 12:50:27,0.9621,Flow
2026-04-29 12:50:31,0.5824,Flow
2026-04-29 12:50:36,0.5824,Flow
2026-04-29 12:50:41,0.7081,Flow
2026-04-29 12:50:46,0.7081,Flow
2026-04-29 12:50:51,0.7049,Flow
2026-04-29 12:50:56,0.7049,Flow
2026-04-29 12:51:01,0.4834,Flow
2026-04-29 12:51:06,0.7049,Flow
2026-04-29 12:51:11,0.7049,Flow
2026-04-29 12:51:17,0.7049,Flow
2026-04-29 12:51:22,0.7762,Flow
2026-04-29 12:51:27,0.5239,Flow
2026-04-29 12:51:33,0.9757,Flow
2026-04-29 12:51:36,0.9783,Flow
2026-04-29 12:51:41,0.9783,Flow
2026-04-29 12:51:47,0.9783,Flow
2026-04-29 12:51:51,0.9602,Flow
2026-04-29 12:51:56,0.9602,Flow
2026-04-29 12:52:02,0.9783,Flow
2026-04-29 12:52:06,0.7204,Flow
2026-04-29 12:52:12,0.9783,Flow
2026-04-29 12:52:17,0.9783,Flow
2026-04-29 12:52:21,0.9783,Flow
2026-04-29 12:52:27,0.9781,Flow
2026-04-29 12:52:32,0.9816,Flow
2026-04-29 12:52:36,0.9781,Flow
2026-04-29 12:52:42,0.9780,Flow
2026-04-29 12:52:46,0.9783,Flow
2026-04-29 12:52:52,0.9783,Flow
2026-04-29 12:52:57,0.6293,Flow
2026-04-29 12:53:02,0.9697,Flow
2026-04-29 12:53:07,0.9707,Flow
2026-04-29 12:53:12,0.9621,Flow
2026-04-29 12:53:17,0.9621,Flow
2026-04-29 12:53:22,0.9621,Flow
2026-04-29 12:53:27,0.9491,Flow
2026-04-29 12:53:33,0.9106,Flow
2026-04-29 12:53:37,0.9621,Flow
2026-04-29 12:53:43,0.9621,Flow
2026-04-29 12:53:47,0.9634,Flow
2026-04-29 12:53:52,0.9692,Flow
2026-04-29 12:53:58,0.9621,Flow
2026-04-29 12:54:03,0.9349,Flow
2026-04-29 12:54:07,0.9349,Flow
2026-04-29 12:54:13,0.9656,Flow
2026-04-29 12:54:17,0.8846,Flow
2026-04-29 12:54:23,0.9293,Flow
2026-04-29 12:54:28,0.9294,Flow
2026-04-29 12:54:33,0.9353,Flow
2026-04-29 12:54:37,0.6018,Flow
2026-04-29 12:54:43,0.3018,Depletion
2026-04-29 12:54:48,0.4737,Flow
2026-04-29 12:54:52,0.3281,Depletion
2026-04-29 12:55:30,0.1830,Depletion
2026-04-29 12:55:32,0.5669,Flow
2026-04-29 12:55:37,0.9162,Flow
2026-04-29 12:55:43,0.4739,Flow
2026-04-29 12:55:47,0.2073,Depletion
2026-04-29 12:55:52,0.1977,Depletion
2026-04-29 12:55:57,0.1977,Depletion
2026-04-29 12:56:02,0.3282,Depletion
2026-04-29 12:56:07,0.9692,Flow
2026-04-29 12:56:13,0.9692,Flow
2026-04-29 12:56:18,0.9692,Flow
2026-04-29 12:56:22,0.9728,Flow
2026-04-29 12:56:27,0.9692,Flow
2026-04-29 12:56:32,0.9691,Flow
2026-04-29 12:56:39,0.9691,Flow
2026-04-29 12:56:44,0.9634,Flow
2026-04-29 12:56:48,0.9620,Flow
2026-04-29 12:56:53,0.9691,Flow
2026-04-29 12:56:58,0.9728,Flow
2026-04-29 12:57:04,0.9691,Flow
2026-04-29 12:57:08,0.4029,Depletion
2026-04-29 12:57:14,0.2585,Depletion
2026-04-29 12:57:19,0.3153,Depletion
2026-04-29 12:57:23,0.2288,Depletion
2026-04-29 12:57:29,0.2288,Depletion
2026-04-29 12:57:34,0.1977,Depletion
2026-04-29 12:57:39,0.1977,Depletion
2026-04-29 12:57:47,0.1695,Depletion
2026-04-29 12:57:49,0.1695,Depletion
